PUMFID,PROVINCE,REGION,G_URBRUR,GCAGEGR6,CSEX,G_CEDUC,G_CSTUD,G_CLFSST,GFAMTYPE,G_HHSIZE,G_HEDUC,G_HSTUD,EV_Q01,EV_Q02,PU_Q01,PU_Q02,PU_Q03,PU_Q06A,PU_Q06E,PU_Q06J,PU_Q06K,PU_G06
9012,35,3,5,2,2,2,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9013,59,6,3,1,1,1,1,3,2,4,2,1,1,4,1,6,6,6,6,6,6,6
9014,24,2,4,4,1,3,2,3,2,2,3,2,1,4,2,3,4,2,1,2,1,2
9015,12,1,5,3,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9016,12,1,5,4,1,2,2,1,2,3,2,1,1,2,1,6,6,6,6,6,6,6
9017,35,3,2,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9018,59,6,3,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9019,59,6,3,2,1,2,2,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
9020,24,2,4,6,2,1,2,3,1,3,3,2,2,6,6,6,6,6,6,6,6,6
9021,13,1,5,2,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9022,11,1,6,4,1,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
9023,35,3,5,5,2,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
9024,46,4,4,4,2,1,2,1,2,3,1,1,1,4,1,6,6,6,6,6,6,6
9025,46,4,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9026,35,3,4,3,2,1,2,1,2,3,1,2,1,4,1,6,6,6,6,6,6,6
9027,47,4,5,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9028,35,3,4,2,2,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9029,48,5,4,2,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9030,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9031,35,3,4,2,2,2,2,2,2,3,2,2,1,4,1,6,6,6,6,6,6,6
9032,35,3,5,4,2,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9033,13,1,5,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9034,59,6,4,2,2,2,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
9035,59,6,5,3,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
9036,12,1,4,6,2,2,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
9037,35,3,5,6,2,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9038,24,2,4,6,1,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9039,12,1,4,3,2,3,2,1,1,3,3,2,1,3,1,6,6,6,6,6,6,6
9040,35,3,4,6,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
9041,10,1,4,6,1,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9042,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9043,10,1,4,6,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9044,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9045,12,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9046,59,6,4,6,2,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
9047,35,3,4,6,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9048,48,5,5,5,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9049,35,3,5,4,2,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
9050,59,6,5,4,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9051,35,3,4,2,1,1,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9052,46,4,5,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9053,24,2,4,5,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9054,24,2,1,5,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9055,11,1,6,1,2,1,2,1,1,4,1,2,1,3,2,1,4,2,1,2,2,2
9056,35,3,5,2,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9057,48,5,5,3,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9058,59,6,4,4,2,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
9059,47,4,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9060,46,4,4,2,1,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
9061,48,5,5,4,1,2,2,1,1,4,2,2,1,1,2,1,1,1,2,2,2,2
9062,48,5,4,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9063,47,4,5,2,2,2,2,1,1,3,2,1,1,3,1,6,6,6,6,6,6,6
9064,24,2,5,4,1,2,2,1,1,4,2,1,2,6,6,6,6,6,6,6,6,6
9065,35,3,4,5,2,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9066,12,1,5,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9067,46,4,5,4,2,3,2,1,2,2,3,2,1,3,1,6,6,6,6,6,6,6
9068,59,6,3,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9069,35,3,4,6,1,1,2,3,3,1,1,2,1,3,1,6,6,6,6,6,6,6
9070,35,3,5,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9071,10,1,5,2,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9072,13,1,5,5,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9073,47,4,4,4,2,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
9074,35,3,5,2,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9075,48,5,5,4,2,1,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
9076,12,1,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9077,35,3,2,4,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
9078,13,1,5,4,2,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9079,47,4,4,4,2,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
9080,47,4,4,6,2,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9081,24,2,4,1,1,2,1,2,1,4,2,1,1,3,1,6,6,6,6,6,6,6
9082,48,5,5,5,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9083,46,4,5,1,1,2,1,3,1,4,3,1,1,4,1,6,6,6,6,6,6,6
9084,35,3,4,3,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9085,13,1,5,6,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9086,48,5,5,4,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
9087,48,5,5,2,1,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
9088,35,3,4,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9089,12,1,4,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9090,24,2,4,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9091,13,1,5,4,2,1,2,3,2,2,1,2,1,4,1,6,6,6,6,6,6,6
9092,47,4,5,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9093,35,3,4,1,2,1,2,1,1,4,1,1,1,4,1,6,6,6,6,6,6,6
9094,11,1,6,2,1,3,2,3,4,2,3,2,1,4,1,6,6,6,6,6,6,6
9095,12,1,5,5,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9096,35,3,4,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9097,24,2,4,4,1,2,2,1,2,3,2,2,1,3,1,6,6,6,6,6,6,6
9098,48,5,4,6,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9099,24,2,5,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9100,48,5,4,5,1,1,2,3,2,2,3,2,1,1,1,6,6,6,6,6,6,6
9101,35,3,4,5,1,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9102,35,3,4,1,1,1,1,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9103,35,3,4,3,1,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9104,48,5,4,5,2,2,2,1,4,3,3,2,1,4,1,6,6,6,6,6,6,6
9105,35,3,5,4,2,1,2,1,2,2,2,2,1,2,1,6,6,6,6,6,6,6
9106,35,3,4,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9107,47,4,5,1,2,1,1,1,4,4,2,1,1,4,1,6,6,6,6,6,6,6
9108,24,2,4,1,2,1,1,2,1,4,2,1,1,3,1,6,6,6,6,6,6,6
9109,35,3,2,5,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9110,13,1,5,3,2,1,2,1,1,4,1,2,1,3,1,6,6,6,6,6,6,6
9111,48,5,4,4,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9112,24,2,1,2,2,2,1,1,1,3,3,1,1,3,1,6,6,6,6,6,6,6
9113,24,2,1,1,2,1,1,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9114,47,4,4,6,2,2,2,3,2,3,2,2,1,2,2,2,4,2,2,1,2,2
9115,24,2,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9116,11,1,6,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9117,35,3,4,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9118,24,2,5,1,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9119,24,2,5,6,2,1,2,2,2,2,1,2,1,4,1,6,6,6,6,6,6,6
9120,24,2,5,5,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9121,13,1,4,4,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
9122,46,4,5,4,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9123,46,4,5,4,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9124,11,1,6,2,1,3,2,1,4,2,3,2,1,4,1,6,6,6,6,6,6,6
9125,48,5,5,3,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
9126,11,1,6,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9127,48,5,4,3,1,3,2,1,4,2,3,2,1,4,1,6,6,6,6,6,6,6
9128,35,3,2,2,2,3,2,3,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9129,47,4,4,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9130,47,4,5,5,2,2,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9131,35,3,2,3,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9132,13,1,5,2,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9133,35,3,2,5,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9134,35,3,4,3,1,1,2,1,1,4,1,1,1,4,1,6,6,6,6,6,6,6
9135,59,6,3,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9136,13,1,5,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9137,59,6,5,2,1,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
9138,46,4,5,1,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9139,35,3,2,2,2,3,1,3,1,2,3,1,1,4,1,6,6,6,6,6,6,6
9140,35,3,2,1,2,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
9141,48,5,4,3,2,1,2,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9142,13,1,5,4,2,1,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9143,10,1,4,1,2,1,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9144,24,2,1,3,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
9145,47,4,4,5,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9146,35,3,2,4,2,2,2,1,4,3,2,2,1,4,1,6,6,6,6,6,6,6
9147,13,1,4,5,2,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
9148,35,3,2,2,2,3,2,1,2,4,3,2,1,4,1,6,6,6,6,6,6,6
9149,35,3,4,3,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9150,24,2,5,6,1,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9151,35,3,2,1,2,1,2,2,4,3,3,2,1,4,1,6,6,6,6,6,6,6
9152,24,2,1,4,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
9153,24,2,1,4,2,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9154,35,3,5,5,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9155,35,3,4,3,2,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
9156,35,3,5,1,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9157,35,3,4,1,2,2,1,1,2,3,3,1,1,4,1,6,6,6,6,6,6,6
9158,24,2,5,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9159,47,4,5,4,1,1,2,1,2,3,2,2,1,2,1,6,6,6,6,6,6,6
9160,59,6,3,6,2,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
9161,59,6,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9162,47,4,4,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9163,35,3,4,1,2,3,2,2,2,4,3,2,1,4,1,6,6,6,6,6,6,6
9164,35,3,5,3,2,1,2,1,1,3,1,2,1,4,1,6,6,6,6,6,6,6
9165,24,2,5,4,2,1,2,3,2,2,1,2,1,1,1,6,6,6,6,6,6,6
9166,59,6,5,5,1,1,2,1,1,3,2,2,2,6,6,6,6,6,6,6,6,6
9167,46,4,5,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9168,35,3,4,5,2,1,2,3,2,2,2,2,1,2,2,1,4,2,2,2,2,1
9169,35,3,4,5,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9170,12,1,5,3,2,3,2,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
9171,46,4,4,5,2,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
9172,35,3,4,5,1,1,2,2,1,3,1,2,2,6,6,6,6,6,6,6,6,6
9173,46,4,5,4,1,1,2,1,2,3,1,2,2,6,6,6,6,6,6,6,6,6
9174,35,3,4,6,1,1,2,1,2,4,3,1,2,6,6,6,6,6,6,6,6,6
9175,12,1,4,5,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9176,24,2,5,4,2,2,2,1,1,4,2,1,1,3,1,6,6,6,6,6,6,6
9177,48,5,4,5,1,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
9178,46,4,4,5,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9179,35,3,5,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9180,59,6,3,6,1,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
9181,35,3,2,5,1,1,2,1,1,3,1,2,2,6,6,6,6,6,6,6,6,6
9182,24,2,4,4,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9183,13,1,5,2,1,2,2,1,2,4,2,2,1,4,1,6,6,6,6,6,6,6
9184,35,3,4,6,1,1,2,3,2,3,1,2,1,4,1,6,6,6,6,6,6,6
9185,48,5,5,3,2,1,2,1,1,3,1,1,1,4,1,6,6,6,6,6,6,6
9186,59,6,4,3,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9187,24,2,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9188,47,4,4,3,2,1,2,2,1,3,2,2,1,4,1,6,6,6,6,6,6,6
9189,47,4,4,2,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9190,24,2,4,4,1,3,2,1,1,3,3,1,1,4,1,6,6,6,6,6,6,6
9191,46,4,5,3,2,3,2,1,1,3,3,2,1,3,1,6,6,6,6,6,6,6
9192,10,1,5,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9193,46,4,4,2,2,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
9194,59,6,4,5,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9195,24,2,4,4,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9196,35,3,4,3,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9197,12,1,4,4,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9198,35,3,4,4,2,3,2,3,1,4,3,1,1,3,1,6,6,6,6,6,6,6
9199,48,5,4,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9200,47,4,5,1,2,1,2,1,4,4,2,2,1,4,1,6,6,6,6,6,6,6
9201,12,1,5,6,2,2,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
9202,47,4,4,2,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9203,35,3,4,4,1,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9204,35,3,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9205,35,3,4,5,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9206,35,3,5,6,2,1,2,3,2,3,1,2,2,6,6,6,6,6,6,6,6,6
9207,35,3,5,4,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9208,35,3,4,2,2,2,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
9209,24,2,5,5,2,2,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
9210,10,1,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9211,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9212,47,4,4,3,2,2,2,1,1,3,2,2,1,2,1,6,6,6,6,6,6,6
9213,24,2,4,5,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9214,35,3,5,5,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9215,24,2,5,2,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9216,59,6,4,1,2,1,1,3,2,3,2,1,1,4,1,6,6,6,6,6,6,6
9217,35,3,4,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9218,35,3,4,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9219,24,2,5,3,2,2,2,1,1,2,2,2,1,1,1,6,6,6,6,6,6,6
9220,35,3,4,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9221,35,3,4,2,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9222,10,1,5,5,1,2,2,1,2,3,2,2,2,6,6,6,6,6,6,6,6,6
9223,59,6,3,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9224,35,3,2,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9225,24,2,4,4,2,2,2,1,2,3,3,2,1,2,1,6,6,6,6,6,6,6
9226,13,1,4,2,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
9227,48,5,4,5,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9228,47,4,5,5,2,1,2,1,2,4,1,2,2,6,6,6,6,6,6,6,6,6
9229,35,3,2,3,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9230,59,6,3,5,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9231,35,3,4,4,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9232,35,3,2,3,1,2,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
9233,35,3,4,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9234,12,1,4,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9235,46,4,4,6,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9236,59,6,3,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9237,35,3,4,4,1,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9238,35,3,4,6,2,2,2,3,3,1,2,2,1,4,2,2,1,2,2,2,2,1
9239,35,3,4,2,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9240,35,3,2,6,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9241,11,1,6,3,2,1,2,3,1,2,1,1,1,4,1,6,6,6,6,6,6,6
9242,35,3,2,3,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9243,59,6,5,6,2,2,2,3,3,1,2,2,1,1,1,6,6,6,6,6,6,6
9244,12,1,5,2,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
9245,24,2,1,4,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9246,59,6,4,6,2,3,2,3,3,1,3,2,2,6,6,6,6,6,6,6,6,6
9247,48,5,5,2,2,2,2,1,4,2,2,2,1,4,1,6,6,6,6,6,6,6
9248,47,4,5,1,2,1,1,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9249,59,6,3,4,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
9250,13,1,5,6,1,1,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
9251,47,4,4,5,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9252,35,3,4,4,2,2,2,1,2,2,2,2,1,2,1,6,6,6,6,6,6,6
9253,35,3,4,4,2,2,2,3,3,1,2,2,1,1,1,6,6,6,6,6,6,6
9254,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9255,48,5,4,1,1,1,2,1,4,3,1,2,1,4,1,6,6,6,6,6,6,6
9256,13,1,4,2,1,1,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9257,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9258,59,6,3,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9259,24,2,1,6,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9260,59,6,3,5,1,1,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9261,35,3,2,6,2,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9262,10,1,5,6,2,2,2,3,3,1,2,2,1,3,1,6,6,6,6,6,6,6
9263,13,1,4,6,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9264,35,3,4,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9265,35,3,4,4,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9266,24,2,4,6,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9267,46,4,4,4,2,2,2,1,3,1,2,2,1,2,1,6,6,6,6,6,6,6
9268,59,6,5,4,1,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9269,59,6,3,6,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
9270,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
9271,47,4,5,2,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9272,35,3,4,4,2,1,2,1,2,2,1,2,1,2,1,6,6,6,6,6,6,6
9273,10,1,5,1,2,2,1,3,1,4,2,1,1,3,1,6,6,6,6,6,6,6
9274,35,3,5,5,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9275,35,3,2,6,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9276,47,4,4,1,1,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9277,35,3,2,4,1,1,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
9278,48,5,4,1,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9279,59,6,3,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9280,11,1,6,5,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9281,35,3,2,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
9282,35,3,4,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
9283,35,3,4,4,2,2,2,3,2,2,2,1,1,1,2,1,1,2,2,2,1,1
9284,24,2,5,2,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9285,13,1,5,4,1,1,2,3,2,3,1,2,2,6,6,6,6,6,6,6,6,6
9286,24,2,5,4,1,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9287,48,5,5,5,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9288,35,3,4,4,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
9289,48,5,5,6,1,2,2,1,2,2,2,2,1,3,2,2,3,2,2,1,2,1
9290,24,2,4,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9291,35,3,2,4,2,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
9292,12,1,4,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
9293,48,5,4,2,1,2,1,1,1,2,2,1,1,4,1,6,6,6,6,6,6,6
9294,59,6,5,6,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
9295,24,2,4,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
9296,59,6,5,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9297,59,6,5,6,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
9298,35,3,4,4,1,1,2,1,1,4,2,1,1,3,1,6,6,6,6,6,6,6
9299,24,2,5,3,1,3,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
9300,12,1,5,1,1,1,2,1,4,3,2,2,1,4,1,6,6,6,6,6,6,6
9301,59,6,3,2,2,3,1,3,1,3,3,1,1,4,1,6,6,6,6,6,6,6
9302,35,3,4,1,2,2,1,3,2,2,2,1,1,4,1,6,6,6,6,6,6,6
9303,35,3,4,6,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
9304,13,1,4,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
9305,13,1,5,4,1,1,2,3,2,3,2,1,1,3,1,6,6,6,6,6,6,6
