PUMFID,PROVINCE,REGION,G_URBRUR,GCAGEGR6,CSEX,G_CEDUC,G_CSTUD,G_CLFSST,GFAMTYPE,G_HHSIZE,G_HEDUC,G_HSTUD,EV_Q01,EV_Q02,PU_Q01,PU_Q02,PU_Q03,PU_Q06A,PU_Q06E,PU_Q06J,PU_Q06K,PU_G06
726,13,1,5,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
727,35,3,5,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
728,24,2,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
729,59,6,3,4,1,2,2,1,3,1,2,2,1,3,2,1,4,1,2,2,2,2
730,10,1,5,5,1,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
731,35,3,2,4,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
732,46,4,4,4,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
733,35,3,4,4,2,1,2,1,2,2,1,2,1,2,1,6,6,6,6,6,6,6
734,24,2,1,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
735,59,6,4,1,1,1,1,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
736,10,1,5,4,2,1,2,1,2,4,2,1,1,2,1,6,6,6,6,6,6,6
737,24,2,4,6,2,1,2,3,2,2,1,2,1,2,1,6,6,6,6,6,6,6
738,12,1,4,3,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
739,59,6,3,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
740,59,6,4,2,1,2,2,2,3,1,2,2,1,4,1,6,6,6,6,6,6,6
741,35,3,2,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
742,11,1,6,5,1,1,2,1,2,2,3,2,1,3,1,6,6,6,6,6,6,6
743,47,4,4,2,2,3,2,1,1,2,3,2,1,4,1,6,6,6,6,6,6,6
744,24,2,5,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
745,35,3,5,4,1,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6
746,47,4,4,4,1,3,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
747,35,3,2,3,1,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
748,46,4,4,3,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
749,59,6,4,5,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
750,48,5,4,1,2,1,1,3,2,2,2,1,1,4,1,6,6,6,6,6,6,6
751,35,3,4,4,2,3,2,1,1,4,3,1,1,2,1,6,6,6,6,6,6,6
752,12,1,5,6,1,3,2,1,2,2,3,2,1,1,1,6,6,6,6,6,6,6
753,35,3,4,4,1,2,2,3,1,4,2,2,1,4,1,6,6,6,6,6,6,6
754,35,3,2,3,2,2,1,3,1,2,2,1,1,3,1,6,6,6,6,6,6,6
755,13,1,5,5,2,2,2,3,3,1,2,2,1,3,1,6,6,6,6,6,6,6
756,13,1,4,2,2,2,1,3,1,3,2,1,1,2,2,2,2,2,2,2,2,1
757,24,2,5,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
758,48,5,4,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
759,12,1,5,3,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
760,35,3,4,6,1,2,2,3,3,1,2,2,1,3,1,6,6,6,6,6,6,6
761,24,2,5,2,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
762,46,4,5,4,1,2,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
763,48,5,5,4,2,2,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
764,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
765,35,3,5,6,2,3,2,3,3,1,3,2,1,3,1,6,6,6,6,6,6,6
766,12,1,4,2,2,1,2,1,1,2,1,2,1,4,1,6,6,6,6,6,6,6
767,24,2,1,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
768,47,4,5,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
769,46,4,5,4,2,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
770,35,3,5,2,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
771,35,3,4,6,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
772,47,4,4,2,2,1,2,1,1,4,1,2,1,3,1,6,6,6,6,6,6,6
773,47,4,5,1,2,1,2,2,1,4,2,1,1,4,1,6,6,6,6,6,6,6
774,46,4,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
775,46,4,5,3,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
776,48,5,5,2,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
777,48,5,4,6,1,1,2,3,2,2,1,2,1,4,1,6,6,6,6,6,6,6
778,46,4,4,5,1,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
779,35,3,5,4,2,1,2,1,2,3,2,1,1,3,1,6,6,6,6,6,6,6
780,12,1,5,4,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
781,59,6,3,4,2,2,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
782,24,2,5,5,1,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
783,46,4,4,6,2,1,2,3,3,1,1,2,1,3,1,6,6,6,6,6,6,6
784,47,4,4,2,2,1,2,3,1,4,1,2,2,6,6,6,6,6,6,6,6,6
785,47,4,4,4,1,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
786,46,4,5,4,2,1,2,1,1,4,1,1,1,3,1,6,6,6,6,6,6,6
787,46,4,5,3,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
788,35,3,4,2,1,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
789,12,1,5,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
790,13,1,5,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
791,24,2,4,6,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
792,46,4,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
793,48,5,5,6,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
794,46,4,4,2,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
795,48,5,4,2,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
796,35,3,5,4,2,1,2,3,1,4,1,2,1,2,1,6,6,6,6,6,6,6
797,12,1,4,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
798,59,6,3,2,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
799,35,3,4,5,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
800,48,5,5,4,1,3,2,1,1,4,3,1,1,3,1,6,6,6,6,6,6,6
801,12,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
802,12,1,5,4,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
803,24,2,4,5,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
804,35,3,5,4,1,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
805,48,5,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
806,35,3,4,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
807,13,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
808,10,1,5,6,2,2,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
809,48,5,4,5,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
810,35,3,4,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
811,10,1,4,1,1,2,1,3,2,4,3,1,1,4,1,6,6,6,6,6,6,6
812,35,3,2,4,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
813,47,4,5,4,1,2,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
814,12,1,4,1,1,1,1,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
815,35,3,4,1,1,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
816,59,6,5,1,2,1,1,3,2,4,1,1,1,4,1,6,6,6,6,6,6,6
817,46,4,5,3,1,1,2,1,1,4,1,1,2,6,6,6,6,6,6,6,6,6
818,59,6,4,5,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
819,24,2,5,5,2,1,2,3,2,2,1,1,1,4,1,6,6,6,6,6,6,6
820,59,6,4,6,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
821,12,1,5,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
822,13,1,5,4,2,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
823,59,6,4,6,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
824,24,2,4,6,1,3,2,3,2,3,3,2,1,4,1,6,6,6,6,6,6,6
825,24,2,1,5,2,1,2,2,3,1,1,2,1,2,1,6,6,6,6,6,6,6
826,35,3,5,2,1,1,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
827,35,3,4,4,2,2,2,2,1,4,2,1,1,2,1,6,6,6,6,6,6,6
828,35,3,4,1,2,1,1,2,1,4,2,1,1,4,1,6,6,6,6,6,6,6
829,24,2,4,1,2,2,1,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
830,35,3,4,6,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
831,46,4,4,3,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
832,59,6,4,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
833,46,4,4,2,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
834,12,1,4,3,2,1,2,1,3,1,1,2,1,1,1,6,6,6,6,6,6,6
835,46,4,4,4,2,1,2,1,2,4,2,1,2,6,6,6,6,6,6,6,6,6
836,35,3,4,3,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
837,47,4,4,5,2,2,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
838,46,4,4,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
839,35,3,5,1,2,2,1,3,2,4,2,1,1,4,1,6,6,6,6,6,6,6
840,24,2,5,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
841,12,1,4,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
842,35,3,4,5,1,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
843,59,6,4,1,2,1,1,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
844,48,5,5,6,2,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
845,35,3,5,4,1,2,2,1,2,3,2,2,1,3,1,6,6,6,6,6,6,6
846,24,2,5,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
847,24,2,4,6,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
848,59,6,4,4,2,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
849,24,2,5,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
850,59,6,4,6,2,1,2,3,2,3,1,2,2,6,6,6,6,6,6,6,6,6
851,35,3,5,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
852,48,5,5,3,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
853,59,6,3,2,2,2,2,3,1,3,2,2,1,4,1,6,6,6,6,6,6,6
854,13,1,4,2,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
855,11,1,6,6,2,1,2,3,2,3,2,2,1,3,1,6,6,6,6,6,6,6
856,35,3,2,6,2,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
857,35,3,2,5,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
858,24,2,1,2,1,3,1,3,3,1,3,1,1,3,1,6,6,6,6,6,6,6
859,59,6,4,2,1,3,1,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
860,59,6,5,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
861,35,3,4,3,1,2,2,1,2,3,2,2,1,3,1,6,6,6,6,6,6,6
862,46,4,5,3,2,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
863,35,3,2,2,2,3,1,3,2,2,3,1,2,6,6,6,6,6,6,6,6,6
864,24,2,4,1,1,2,1,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
865,24,2,4,4,2,2,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
866,59,6,4,6,1,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
867,24,2,4,1,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
868,48,5,5,3,2,1,2,1,2,2,2,2,1,1,1,6,6,6,6,6,6,6
869,48,5,5,2,2,1,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
870,59,6,4,5,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
871,13,1,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
872,24,2,5,6,1,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
873,24,2,5,2,2,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
874,13,1,5,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
875,48,5,4,1,2,2,1,3,4,2,2,1,1,4,1,6,6,6,6,6,6,6
876,13,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
877,59,6,3,3,2,2,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
878,46,4,4,4,2,3,2,1,1,4,3,1,1,2,1,6,6,6,6,6,6,6
879,46,4,4,4,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
880,35,3,4,6,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
881,35,3,5,2,1,1,2,1,1,3,1,2,1,4,1,6,6,6,6,6,6,6
882,48,5,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
883,12,1,5,2,2,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
884,48,5,5,2,2,1,2,3,1,2,1,2,1,2,2,1,4,2,2,1,1,2
885,48,5,4,3,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
886,10,1,4,1,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
887,24,2,5,5,2,1,2,1,2,3,1,2,2,6,6,6,6,6,6,6,6,6
888,48,5,4,3,1,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
889,13,1,5,3,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
890,35,3,5,1,1,2,2,1,1,2,2,2,1,4,1,6,6,6,6,6,6,6
891,48,5,4,6,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
892,48,5,4,3,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
893,24,2,4,4,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
894,35,3,4,3,2,1,2,3,1,4,1,2,1,4,1,6,6,6,6,6,6,6
895,59,6,5,5,1,2,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
896,59,6,5,2,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
897,35,3,2,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
898,35,3,5,1,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
899,35,3,4,4,2,2,2,1,2,2,2,2,1,7,1,6,6,6,6,6,6,6
900,24,2,5,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
901,13,1,5,4,1,1,2,1,2,3,2,2,1,2,1,6,6,6,6,6,6,6
902,24,2,4,4,2,3,2,1,1,4,3,1,1,3,1,6,6,6,6,6,6,6
903,12,1,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
904,35,3,4,2,2,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
905,35,3,4,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
906,35,3,5,2,1,2,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
907,35,3,4,4,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
908,59,6,5,5,1,1,2,1,2,3,1,2,2,6,6,6,6,6,6,6,6,6
909,13,1,5,4,1,1,2,1,3,1,1,2,1,2,1,6,6,6,6,6,6,6
910,13,1,4,3,1,3,2,1,1,3,3,1,1,4,1,6,6,6,6,6,6,6
911,46,4,4,3,2,3,1,1,3,1,3,1,1,4,1,6,6,6,6,6,6,6
912,48,5,4,3,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
913,35,3,4,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
914,35,3,5,1,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
915,10,1,5,6,1,3,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
916,46,4,4,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
917,46,4,5,5,2,1,2,3,2,2,1,2,1,1,1,6,6,6,6,6,6,6
